,Users,Items,TweetID,Age,rating_age
2437,SAMPLE,queerty.com,1773187004013887873,53657,0.31262584876639204
2438,SAMPLE,queerty.com,1772462227326480667,53657,0.31262584876639204
2439,SAMPLE,queerty.com,1772447127139999938,57257,0.2891642998278684
2440,SAMPLE,queerty.com,1772447127139999938,57257,0.2891642998278684
2441,SAMPLE,queerty.com,1773156805058662817,60857,0.2674634635136104
2442,SAMPLE,qz.com,1771377121019207950,53167,0.31596309321861676
2443,SAMPLE,qz.com,1771377121019207950,53167,0.31596309321861676
2444,SAMPLE,qz.com,1772461260652908770,53888,0.3110648246726943
2445,SAMPLE,qz.com,1772461260652908770,53888,0.3110648246726943
2446,SAMPLE,qz.com,1771709909929009576,60224,0.2711575707065991
2447,SAMPLE,racket.news,1773166142967685275,58631,0.28068146023689233
2448,SAMPLE,racket.news,1773161753938981014,59677,0.2743908620333194
2449,SAMPLE,racket.news,1773156737450672229,60873,0.26737074457769366
2450,SAMPLE,radiopatriot.net,1771571506532786584,6821,0.862593961455078
2451,SAMPLE,radiopatriot.net,1771571506532786584,6821,0.862593961455078
2452,SAMPLE,radiopatriot.net,1771567860524925297,7691,0.846483888082429
2453,SAMPLE,radiopatriot.net,1771567860524925297,7691,0.846483888082429
2454,SAMPLE,radiopatriot.net,1771928666647281764,8068,0.8395966272961597
2455,SAMPLE,rand.org,1771743994566824360,52097,0.32337490049320794
2456,SAMPLE,rand.org,1771743994566824360,52097,0.32337490049320794
2457,SAMPLE,rand.org,1773189771377959414,52997,0.31712921726879834
2458,SAMPLE,rand.org,1773189771377959414,52997,0.31712921726879834
2459,SAMPLE,rand.org,1771375571634680034,53536,0.3134466519523043
2460,SAMPLE,rapidcityjournal.com,1771745011769483416,51855,0.32507517953803694
2461,SAMPLE,rapidcityjournal.com,1771745011769483416,51855,0.32507517953803694
2462,SAMPLE,rapidcityjournal.com,1773185505879871751,54014,0.3102166448063034
2463,SAMPLE,rapidcityjournal.com,1773185505879871751,54014,0.3102166448063034
2464,SAMPLE,rapidcityjournal.com,1772441853440254391,58515,0.2813879029630762
2465,SAMPLE,rappler.com,1773202159787713007,50043,0.3380935223291457
2466,SAMPLE,rappler.com,1773202159787713007,50043,0.3380935223291457
2467,SAMPLE,rappler.com,1772477359645511762,50049,0.33804956622979054
2468,SAMPLE,rappler.com,1772477359645511762,50049,0.33804956622979054
2469,SAMPLE,rappler.com,1772477359645511762,50049,0.33804956622979054
2470,SAMPLE,realcleardefense.com,1772457283848425817,54836,0.3047397557448837
2471,SAMPLE,reason.com,1773198848086908932,50832,0.33236205638876926
2472,SAMPLE,reason.com,1773198848086908932,50832,0.33236205638876926
2473,SAMPLE,reason.com,1771748524645876182,51017,0.3310322996416442
2474,SAMPLE,reason.com,1771748524645876182,51017,0.3310322996416442
2475,SAMPLE,reason.com,1772469525511848112,51917,0.3246387209271052
2476,SAMPLE,recordonline.com,1772452172459847778,56054,0.2968016498780202
2477,SAMPLE,recordonline.com,1772452172459847778,56054,0.2968016498780202
2478,SAMPLE,redbluffdailynews.com,1772427173141369039,62015,0.2608352783777465
2479,SAMPLE,redbluffdailynews.com,1772427173141369039,62015,0.2608352783777465
2480,SAMPLE,redlandsdailyfacts.com,1772475005575586125,50611,0.33395758038210527
2481,SAMPLE,redlandsdailyfacts.com,1772475005575586125,50611,0.33395758038210527
2482,SAMPLE,redlandsdailyfacts.com,1771748226015568056,51088,0.3305233744542431
2483,SAMPLE,redlandsdailyfacts.com,1771748226015568056,51088,0.3305233744542431
2484,SAMPLE,redlandsdailyfacts.com,1772469806907732139,51850,0.3251104033717905
2485,SAMPLE,redstate.com,1773188260749070363,53357,0.31466485173415903
2486,SAMPLE,redstate.com,1773188260749070363,53357,0.31466485173415903
2487,SAMPLE,redstate.com,1773185747069157536,53957,0.3106000583740991
2488,SAMPLE,redstate.com,1773185747069157536,53957,0.3106000583740991
2489,SAMPLE,redstate.com,1772450914969772527,56354,0.2948783990236455
2490,SAMPLE,redvoicemedia.com,1771951742738984972,2566,0.9459124449728046
2491,SAMPLE,redvoicemedia.com,1771942714826686948,4719,0.9027940572718812
2492,SAMPLE,redvoicemedia.com,1771938109623525376,5816,0.881585906710921
2493,SAMPLE,redvoicemedia.com,1771938109623525376,5816,0.881585906710921
2494,SAMPLE,redvoicemedia.com,1771564329621471644,8533,0.831178864999096
2495,SAMPLE,registerguard.com,1771749792403599448,50715,0.3332057936871212
2496,SAMPLE,registerguard.com,1771749792403599448,50715,0.3332057936871212
2497,SAMPLE,registerguard.com,1771733144909107222,54684,0.3057451755304518
2498,SAMPLE,registerguard.com,1771733144909107222,54684,0.3057451755304518
2499,SAMPLE,registerguard.com,1771345290047693310,60756,0.26804949434877007
2500,SAMPLE,remnantnewspaper.com,1771569700150923641,7252,0.8545750312335786
2501,SAMPLE,remnantnewspaper.com,1771706718243705206,60984,0.266728391324084
2502,SAMPLE,remnantnewspaper.com,1771314073507864718,68198,0.22812719980584353
2503,SAMPLE,remnantnewspaper.com,1772392178150465977,70358,0.21769524535103846
2504,SAMPLE,remnantnewspaper.com,1772392167517942265,70361,0.21768109343116496
2505,SAMPLE,reporterherald.com,1771376777945915753,53248,0.31540897866325585
2506,SAMPLE,reporterherald.com,1771376777945915753,53248,0.31540897866325585
2507,SAMPLE,reporterherald.com,1772458151394042283,54629,0.30610979546970774
2508,SAMPLE,reporterherald.com,1772458151394042283,54629,0.30610979546970774
2509,SAMPLE,reporterherald.com,1773170074783744069,57693,0.28644510439052784
2510,SAMPLE,republicworld.com,1772324556562149419,80,0.9982679003507268
2511,SAMPLE,republicworld.com,1772324556562149419,80,0.9982679003507268
2512,SAMPLE,republicworld.com,1772324149794308110,177,0.9961717532434035
2513,SAMPLE,republicworld.com,1772324149794308110,177,0.9961717532434035
2514,SAMPLE,republicworld.com,1772323329434661268,373,0.9919496620896188
2515,SAMPLE,responsiblestatecraft.org,1771356188506034285,58157,0.2835793623024806
2516,SAMPLE,responsiblestatecraft.org,1772443352287387819,58157,0.2835793623024806
2517,SAMPLE,responsiblestatecraft.org,1773168127851024734,58157,0.2835793623024806
2518,SAMPLE,responsiblestatecraft.org,1771356188506034285,58157,0.2835793623024806
2519,SAMPLE,responsiblestatecraft.org,1772443352287387819,58157,0.2835793623024806
2520,SAMPLE,reuters.com,1772477438003417161,50031,0.33818145167524444
2521,SAMPLE,reuters.com,1772477438003417161,50031,0.33818145167524444
2522,SAMPLE,reuters.com,1772477438003417161,50031,0.33818145167524444
2523,SAMPLE,reuters.com,1773202204217733547,50033,0.33816679519632326
2524,SAMPLE,reuters.com,1773202204217733547,50033,0.33816679519632326
2525,SAMPLE,reviewjournal.com,1772473576467190187,50951,0.33150608778840485
2526,SAMPLE,reviewjournal.com,1772473576467190187,50951,0.33150608778840485
2527,SAMPLE,reviewjournal.com,1773198330375360537,50956,0.33147017101919846
2528,SAMPLE,reviewjournal.com,1773198330375360537,50956,0.33147017101919846
2529,SAMPLE,reviewjournal.com,1771385107825525164,51261,0.3292865907668709
2530,SAMPLE,revolver.news,1772324530339348541,87,0.9981164844491061
2531,SAMPLE,revolver.news,1772324446998499751,106,0.997705614190576
2532,SAMPLE,revolver.news,1772324375468945847,124,0.9973165246982117
2533,SAMPLE,revolver.news,1772324273614455228,148,0.9967979747362669
2534,SAMPLE,revolver.news,1772324237031702644,157,0.9966035880188497
2535,SAMPLE,rgj.com,1773197583462129900,51135,0.3301869107891423
2536,SAMPLE,rgj.com,1773197583462129900,51135,0.3301869107891423
2537,SAMPLE,rgj.com,1772444620770685118,57855,0.28544128954055326
2538,SAMPLE,rgj.com,1772444620770685118,57855,0.28544128954055326
2539,SAMPLE,rgj.com,1772431415788950004,61003,0.2666185937555556
2540,SAMPLE,ria.ru,1771599755673473491,86,0.9981381138859978
2541,SAMPLE,ria.ru,1771599755673473491,86,0.9981381138859978
2542,SAMPLE,ria.ru,1771599569035370776,131,0.9971652530999411
2543,SAMPLE,ria.ru,1771599569035370776,131,0.9971652530999411
2544,SAMPLE,ria.ru,1771599569035370776,131,0.9971652530999411
2545,SAMPLE,rightwingwatch.org,1772328144998916488,85625,0.1563754673480628
2546,SAMPLE,riverfronttimes.com,1772438238675812766,59376,0.27618647432520743
2547,SAMPLE,riverfronttimes.com,1772438238675812766,59376,0.27618647432520743
2548,SAMPLE,riverfronttimes.com,1772438238675812766,59376,0.27618647432520743
2549,SAMPLE,riverfronttimes.com,1772438171415957644,59392,0.2760907314686781
2550,SAMPLE,riverfronttimes.com,1772438171415957644,59392,0.2760907314686781
2551,SAMPLE,roanoke.com,1773185507138187647,54014,0.3102166448063034
2552,SAMPLE,roanoke.com,1773185507138187647,54014,0.3102166448063034
2553,SAMPLE,roanoke.com,1771700468625834065,62475,0.2582481339736117
2554,SAMPLE,roanoke.com,1771700468625834065,62475,0.2582481339736117
2555,SAMPLE,robbreport.com,1773191542330491370,52575,0.32004258466553936
2556,SAMPLE,robbreport.com,1773191542330491370,52575,0.32004258466553936
2557,SAMPLE,robbreport.com,1773183992671436950,54374,0.30780599587803353
2558,SAMPLE,robbreport.com,1773183992671436950,54374,0.30780599587803353
2559,SAMPLE,robbreport.com,1772459216562721069,54375,0.30779932578872415
2560,SAMPLE,ronpaulinstitute.org,1772665699426566637,5146,0.8944789451343159
2561,SAMPLE,ronpaulinstitute.org,1772665699426566637,5146,0.8944789451343159
2562,SAMPLE,ronpaulinstitute.org,1772665699426566637,5146,0.8944789451343159
2563,SAMPLE,ronpaulinstitute.org,1772626942551855511,14386,0.732168292220147
2564,SAMPLE,ronpaulinstitute.org,1772626942551855511,14386,0.732168292220147
